579	This enemy is elite and may require a group of up to four people.
580	Near the altar.
581	This enemy is elite and may require a group of up to five people.
582	After Warchief Kargath Bladefist in The Shattered Halls dungeon on heroic difficulty.
583	It must be killed within 55 minutes of passing Grand Warlock Nethekurse's room.
584	Warlord Kalithresh is the final boss of The Steamvault dungeon.
585	This must be completed on heroic difficulty.
586	Murmur is the final boss of the Shadow Labyrinth dungeon.
587	Protect Millhouse Manastorm during the boss encounter in The Arcatraz dungeon.
588	Inside the Magtheridon's Lair raid.
589	She walks around the Caverns of Time.
590	He walks back and forth across the bridge.
591	He will show you around the city.
592	She is inside the tallest building.
593	He is on the balcony.
594	Enter the warden's cage, follow ramp down.
595	Enter the warden's cage and follow the ramp down.
596	He is inside the hidden chamber in the Warden's Cage.
597	Follow the hallway to the first corridor on the right.
598	Swim down the passage and exit out the water on the other side.
599	He's dead before the last boss's room in The Arcatraz dungeon.
600	He is flying above this area.
601	Inside Fathom-Lord Karathress's room of Serpentshrine Cavern.
602	After you kill Fathom-Lord Karathress, Seer Olum will exit from the cage.
603	The final boss of the Serpentshrine Cavern raid.
604	Use it inside the Tempest Keep raid before engaging Al'ar.
605	The first boss inside the Tempest Keep raid.
606	You must have the "Ashtongue Ruse" buff to complete this.
607	The final boss of the Tempest Keep raid.
608	Inside the Battle for Mount Hyjal raid.
609	Follow Akama when he appears and help him.
610	It may take 5-10 minutes for Akama to start.
611	Use the Shattered Sun Offensive daily quest guides to accomplish this.
612	You can also run Magisters' Terrace.
613	This title must be purchased for 1,000 gold.
614	This guide contains the repeatable quests to gain reputation with the Cenarion Expedition.
615	These drop from pretty much every creature in the Zangarmarsh area.
616	The Quest is Repeatable until you are Honored.
617	Kill Fungal Giants and Bog Lords
618	I recommend these since you can get twice the chances if your Herbalism is high enough to harvest their bodies.
619	"The Internet" says that getting and turning in 360 will get you from default standing to Honored.
620	SAVE Your Uncatalogued Species you get from the "Packaged of Identified Plants" Reward from these quests.
621	The Quest is Repeatable until you are Revered.
622	Open the Package of Identified Plants you get from the previous quest
623	Click the Uncatalogued Species to start the quest
624	The Quest is Repeatable until you are Exalted.
625	The Quest requires a random BoE drop from The Steamvaults (L70 Coilfang Instance).
626	This guide contains the quests to gain reputation with the Cenarion Expedition.
627	The Quests are in order via list on https:
628	A Crimson Crystal Shard will drop while killing them
629	Kill the creature that spawns
630	Kill Hulking Helboar
631	Kill Marauding Crust Burster
632	Or Kill Tunneler
633	Use the Seed of Revitalization in the Green Circle.
634	Kill Goliathon
635	This quest is recommended for a group of 2+
636	Below Warden Hamoot, To the Right of the entrance to his tower.
637	Kill Ango'rosh Shaman
638	Kill Ango'rosh Ogre
639	Go east to Terokkar Forest
640	Fly to Evergrove, Blade's Edge Mountains
641	If you're returning to this quest and don't have your gas mask, get a new one from Wildlord Antelarion in Ruuan Weald
642	Rapidly Unlock 5 of the Devices located at the included locations.
643	If you're not quick enough the Doomcryer won't spawn, but it's pretty lenient.
644	Device A
645	Device B
646	Device C
647	Device D
648	Device E
649	She spawns after you've unlocked all 5 devices.
650	Wait a few seconds and he'll swoop in as a raven.
651	Kill any creature in the Death's Door area.
652	I recommend just going up to the left and killing the Deathforge Technicians up the hill.
653	Use Naturalized Ammunition on South Warp-Gate
654	Use Naturalized Ammunition on North Warp-Gate
655	Get somewhere safe..
656	Use the Evergrove Wand on Baelmon the Hound-Master
657	Fly to The Stormspire, Netherstorm
658	This guide unlocks the Wyrmrest Accord daily quest chain in Dragonblight.
659	This guide runs the Wyrmrest Accord daily quest route in Dragonblight.
660	This guide unlocks the Sons of Hodir chain in The Storm Peaks.
661	This guide unlocks The Oracles daily quests in Sholazar Basin.
662	This guide runs The Oracles daily quests in Sholazar Basin.
663	This guide unlocks Frenzyheart Tribe daily quests in Sholazar Basin.
664	This guide runs Frenzyheart Tribe daily quests in Sholazar Basin.
665	Quick launcher for major Northrend reputation guides.
666	Click to open the Argent Crusade reputation guide.
667	Click to open the Kirin Tor reputation guide.
668	Click to open the Knights of the Ebon Blade reputation guide.
669	Click to open The Kalu'ak reputation guide.
670	Click to open The Sons of Hodir reputation guide.
671	Click to open The Wyrmrest Accord reputation guide.
672	Click to open Explorers' League reputation guide.
673	Click to open The Frostborn reputation guide.
674	Click to open The Oracles pre-quest guide.
675	Click to open Frenzyheart Tribe pre-quest guide.
676	Redirects to the proven Argent Crusade reputation overview guide.
677	Open Zygor's Argent Crusade reputation guide.
678	Redirects to the proven Kirin Tor reputation overview guide.
679	Open Zygor's Kirin Tor reputation guide.
680	Redirects to the proven Knights of the Ebon Blade reputation overview guide.
681	Open Zygor's Knights of the Ebon Blade reputation guide.
682	Redirects to the proven Kalu'ak reputation overview guide.
683	Open Zygor's Kalu'ak reputation guide.
684	Redirects to the proven Sons of Hodir reputation overview guide.
685	Open Zygor's Sons of Hodir reputation guide.
686	Redirects to the proven Wyrmrest Accord reputation overview guide.
687	Open Zygor's Wyrmrest Accord reputation guide.
688	Redirects to the proven Explorers' League reputation overview guide.
689	Open Zygor's Explorers' League reputation guide.
690	Redirects to the proven Frostborn reputation overview guide.
691	Open Zygor's Frostborn reputation guide.
692	Starter-friendly daily gold checklist for Alliance level 80 characters.
693	Prep checklist:
694	Empty at least 40 bag slots.
695	Bring food/water and repair before leaving Dalaran.
696	Set Hearthstone to Dalaran.
697	This route is tuned for level 80 only.
698	Complete Dalaran Cooking Daily.
699	Complete Dalaran Fishing Daily.
700	If Jewelcrafting is 350+, complete Dalaran Jewelcrafting Daily.
701	Run these fast solo daily clusters:
702	K3 / Sons of Hodir dailies in Storm Peaks.
703	Wyrmrest Temple dailies in Dragonblight.
704	The Oracles or Frenzyheart dailies in Sholazar Basin.
705	Fallback farm if you cannot access all dailies yet:
706	Spend 25-30 minutes gathering in Sholazar Basin.
707	Prioritize Saronite nodes and Goldclover/Tiger Lily.
708	Click to run the dedicated Sholazar 30-Min Gathering Circuit.
709	You do not have Mining/Herbalism.
710	Use Icecrown Cloth + Vendor Circuit as your fallback farm.
711	End-of-run checklist:
712	Vendor gray/white trash.
713	Post stackable mats to Auction House.
714	Keep one stack each of Northrend cooking fish for future dailies.
715	High-throughput daily gold route for geared Alliance level 80 characters.
716	Optimization setup:
717	Have fast flying unlocked.
718	Maintain dedicated gold-run bags (no gear clutter).
719	Use a banker alt mailing workflow if available.
720	Run Zygor's proven gold sequence:
721	Level 80 Dailies Speed Gold Run (No ATG Dailies) on low-time days.
722	Level 80 Dailies Speed Gold Run (With ATG Dailies) on full-time days.
723	Open No ATG speed run now.
724	Open With ATG speed run now.
725	Post-run optimization:
726	Convert Frostweave Cloth into bolts if Tailoring is available.
727	Smelt and stack ore bars if bar prices are higher than raw ore.
728	Re-list undercut-sensitive mats in evening prime time.
729	If daily quests are locked out, run Icecrown Cloth + Vendor Circuit for filler gold.
730	Unlock the ability to buy Noggenfogger Elixir in Gadgetzan.
731	Go to The Hinterlands
732	Go to Tanaris
733	Wait for Marin Noggenfogger to mix the elixir. This takes a few Seconds.
734	You can now buy Noggenfogger Elixir from Marin Noggenfogger.
735	Solo path to unlock the Dalaran intro and both return crystals with no summons or portals from other players.
736	This is the earliest reliable solo unlock path in Wrath for Alliance.
737	Ask Image of Archmage Modera to teleport you to Dalaran.
738	Click the Teleport to Violet Stand Crystal.
739	Click the Teleport to Dalaran Crystal.
740	Dalaran crystal unlock complete.
741	Front-load key Wrath travel unlocks to save time on every later guide: Dalaran home/FP plus major Northrend hubs.
742	If you have not unlocked Dalaran crystal travel yet, complete the unlock first.
743	Use: Ares' Fun Guides\\Utility Tricks\\Unlock Dalaran Return Crystal (Alliance 74+)
744	Go to Borean Tundra
745	Go to Zul'Drak
746	Go to The Storm Peaks
747	Travel network setup complete.
748	Experimental level-70 Dalaran entry method using ghost gryphon + battleground return behavior. This is realm-dependent and may not work everywhere.
749	This route uses unintended behavior and may be blocked on some realms.
750	Check your server rules first.
751	Go to Icecrown
752	Move near the Cathedral of Darkness / Ymirheim edge.
753	Aggro a strong hostile mob and die here.
754	The goal is to die in Icecrown so your ghost gets the spectral gryphon.
755	Release spirit and mount the spectral gryphon.
756	Fly as high as possible toward Dalaran over Crystalsong Forest.
757	Aim for city rooftops.
758	Go to Dalaran (as ghost)
759	When the ghost mount despawns, fall and try to land your ghost inside the city bounds.
760	Open the PvP panel and queue for any battleground.
761	This step is the server-dependent part.
762	Enter the battleground, then either finish or leave after fully loading in.
763	After loading back to the world, check whether your character is now in Dalaran.
764	If yes, set up your travel network immediately:
765	If the BG return does not place you in Dalaran, use the normal unlock route instead.
766	Ares' Fun Guides\\Utility Tricks\\Unlock Dalaran Return Crystal (Alliance 74+)
767	Reach the hidden Ironforge Airport area by mountain climbing from Dun Morogh.
768	Bring a Slow Fall effect if possible.
769	Noggenfogger, parachute, or class slow fall helps recovery jumps.
770	Go to Dun Morogh
771	Start climbing the snowy ridge above Ironforge.
772	Use short diagonal jumps up the ledges.
773	Face along the slope, not directly at it.
774	Follow the ridge west toward the hidden plateau.
775	You should now be in the Ironforge Airport area.
776	Explore the runway and dwarf buildings.
777	If you fall, run back to step 3 and retry the climb line.
778	Visit the Karazhan Crypts exterior and practice terrain-jump routing around Deadwind Pass.
779	Go to Deadwind Pass
780	Go to the graveyard/crypt hill near Karazhan.
781	Stand near the crypt gate and line up your camera for terrain visibility.
782	Follow the cliff edge to find safe drop angles and hidden ledges.
783	Practice controlled jumps along the edge.
784	Use slow fall before testing steep drops.
785	Return to the crypt gate area and repeat routes you can consistently perform.
786	Karazhan Crypts exterior exploration complete.
787	Attempt the classic mountain route toward old Hyjal from Winterspring cliffs.
788	Bring a mount and a Slow Fall effect.
789	This route is jump-sensitive and may take multiple attempts.
790	Go to Winterspring
791	Move to the high cliff line north-west of Everlook.
792	Climb the broken rock shelves with short strafing jumps.
793	Follow the ridge toward the zone wall.
794	Use side-jumps to stay on the narrow ridge.
795	If you slide, backtrack to the last flat shelf.
796	This is the standard staging area for old Hyjal route attempts.
797	If the final ridge jump fails, return to step 4 and retry with tighter side angles.
798	Run fast Outland mount farms in one guide: Karazhan, Sethekk Halls, Tempest Keep, and Magisters' Terrace.
799	Start in Shattrath City for quick flights to all Outland entrances.
800	Enter Karazhan and clear to Attumen the Huntsman.
801	Fiery Warhorse's Reins can drop from Attumen.
802	Loot for Fiery Warhorse's Reins.
803	Go to Terokkar Forest
804	Enter Sethekk Halls on Heroic difficulty.
805	Raven Lord only drops from Heroic Anzu in 3.3.5a.
806	Loot for Reins of the Raven Lord.
807	Go to Netherstorm
808	Enter Tempest Keep: The Eye and clear to Kael'thas Sunstrider.
809	Loot for Ashes of Al'ar.
810	Go to Isle of Quel'Danas
811	Enter Magisters' Terrace on Heroic difficulty and clear to Kael'thas.
812	Loot for Swift White Hawkstrider.
813	Outland mount loop complete. Reset instances and repeat next lockout.
814	Farm quick Wrath-era and classic weekly mount drops: Utgarde Pinnacle, Eye of Eternity, Obsidian Sanctum, Onyxia, and Stratholme.
815	Set dungeon difficulty to Heroic before running Utgarde Pinnacle.
816	Go to Howling Fjord
817	Enter Utgarde Pinnacle and clear to Skadi the Ruthless.
818	Heroic-only mount farm.
819	Loot for Reins of the Blue Proto-Drake.
820	Enter The Eye of Eternity and defeat Malygos.
821	Loot for Reins of the Azure Drake and Reins of the Blue Drake.
822	Enter The Obsidian Sanctum and kill Sartharion with 3 drakes alive if possible.
823	3D gives a guaranteed Black or Twilight Drake in Wrath.
824	Go to Dustwallow Marsh
825	Enter Onyxia's Lair and clear to Onyxia.
826	Loot for Reins of the Onyxian Drake.
827	Go to Eastern Plaguelands
828	Enter Stratholme Service Gate and clear undead side to Baron Rivendare.
829	Loot for Deathcharger's Reins.
830	Northrend and Azeroth mount loop complete.
831	Patrol Northrend for iconic rare spawns and spirit beasts.
832	This route is great for Hunters and collectors.
833	Go to Sholazar Basin
834	Start a clockwise loop for Loque'nahak and King Krush.
835	Hunters can tame instead of killing.
836	Spawn shares many patrol points with Loque'nahak.
837	Go to Grizzly Hills
838	Patrol this area for Arcturis.
839	Patrol these ridges for Gondria.
840	Begin Time-Lost Proto-Drake patrol checks at known fly-path intersections.
841	Loot for Reins of the Time-Lost Proto-Drake.
842	Shares spawn paths and timer window with Time-Lost Proto-Drake.
843	Rare safari complete. Keep cycling this route while rare timers are active.
